1.000000000000000056e-01 -1.986062101622978275e+02
2.000000000000000111e-01 -1.984630459889072540e+02
3.000000000000000444e-01 -1.976351264416449283e+02
4.000000000000000222e-01 -1.964812721285640293e+02
5.000000000000000000e-01 -1.950996205585828704e+02
5.999999999999999778e-01 -1.935218884274778759e+02
7.000000000000000666e-01 -1.918681449781293793e+02
8.000000000000000444e-01 -1.901720034406845912e+02
9.000000000000000222e-01 -1.884653440740440544e+02
1.000000000000000000e+00 -1.868744520927263295e+02
1.100000000000000089e+00 -1.853786783699575551e+02
1.200000000000000178e+00 -1.839776621653975894e+02
1.300000000000000266e+00 -1.827212878053447582e+02
1.400000000000000133e+00 -1.816437913074697974e+02
1.500000000000000222e+00 -1.807374995288508615e+02
1.600000000000000089e+00 -1.799584798444833211e+02
1.700000000000000178e+00 -1.793601883696053108e+02
1.800000000000000266e+00 -1.789187613481412313e+02
1.900000000000000133e+00 -1.785598289368111580e+02
2.000000000000000000e+00 -1.782799502251201318e+02
2.100000000000000089e+00 -1.780393445871229687e+02
2.200000000000000178e+00 -1.778365677951506427e+02
2.300000000000000266e+00 -1.775393803031000743e+02
2.400000000000000355e+00 -1.771896229471742856e+02
2.500000000000000444e+00 -1.765676295095744024e+02
2.600000000000000089e+00 -1.757124652888324761e+02
2.700000000000000178e+00 -1.745009599718172808e+02
2.800000000000000266e+00 -1.729183453693368904e+02
2.900000000000000355e+00 -1.709200176809223990e+02
3.000000000000000444e+00 -1.684988320940687743e+02
3.100000000000000089e+00 -1.656715289258266637e+02
3.200000000000000178e+00 -1.625597015234733647e+02
3.300000000000000266e+00 -1.593742597200043178e+02
3.400000000000000355e+00 -1.560609387150842622e+02
3.500000000000000444e+00 -1.529127707438713344e+02
3.600000000000000089e+00 -1.500029848284906109e+02
3.700000000000000178e+00 -1.473224723682027957e+02
3.800000000000000266e+00 -1.450204027752704405e+02
3.900000000000000355e+00 -1.429947193081502519e+02
4.000000000000000000e+00 -1.413079173137581677e+02
4.099999999999999645e+00 -1.399961521741253989e+02
4.200000000000000178e+00 -1.388786947739475863e+02
4.299999999999999822e+00 -1.380474626881342886e+02
4.399999999999999467e+00 -1.372985476395026581e+02
4.500000000000000000e+00 -1.368551106646741005e+02
4.599999999999999645e+00 -1.364154883367054367e+02
4.700000000000000178e+00 -1.361317552291786228e+02
4.799999999999999822e+00 -1.359185993511639197e+02
4.900000000000000355e+00 -1.357263574510067770e+02
5.000000000000000000e+00 -1.356987013549157552e+02
5.099999999999999645e+00 -1.356216313352067857e+02
5.200000000000000178e+00 -1.355495819389857957e+02
5.299999999999999822e+00 -1.355984625706242355e+02
5.400000000000000355e+00 -1.355989564276953274e+02
5.500000000000000000e+00 -1.356858999540824868e+02
5.599999999999999645e+00 -1.356448933507687684e+02
5.700000000000000178e+00 -1.357173403239806646e+02
5.799999999999999822e+00 -1.358101927850029256e+02
5.900000000000000355e+00 -1.358577361737723663e+02
6.000000000000000000e+00 -1.359638741300711615e+02
6.099999999999999645e+00 -1.360059229266870204e+02
6.200000000000000178e+00 -1.361192230048390570e+02
6.299999999999999822e+00 -1.361513917206793280e+02
6.400000000000000355e+00 -1.362416346438977257e+02
6.500000000000000000e+00 -1.363145343051789666e+02
6.599999999999999645e+00 -1.363933347136431280e+02
6.700000000000000178e+00 -1.364511851654692975e+02
6.799999999999999822e+00 -1.365269279766811508e+02
6.900000000000000355e+00 -1.366254872725463088e+02
7.000000000000000000e+00 -1.367353675193908487e+02
7.099999999999999645e+00 -1.367657768039097732e+02
7.200000000000000178e+00 -1.368073807291359003e+02
7.299999999999999822e+00 -1.368779661876444891e+02
7.400000000000000355e+00 -1.369837681217546219e+02
7.500000000000000000e+00 -1.370051782960861146e+02
7.599999999999999645e+00 -1.371314587132050917e+02
7.700000000000000178e+00 -1.371763052866039629e+02
7.799999999999999822e+00 -1.372493178586954627e+02
7.900000000000000355e+00 -1.373181638727365623e+02
8.000000000000000000e+00 -1.374271037580937787e+02
8.099999999999999645e+00 -1.374745021101257123e+02
8.199999999999999289e+00 -1.375768146784848796e+02
8.300000000000000711e+00 -1.376006695528681405e+02
8.400000000000000355e+00 -1.376781015246695290e+02
8.500000000000000000e+00 -1.377505774502088798e+02
8.599999999999999645e+00 -1.378255060127887646e+02
8.699999999999999289e+00 -1.379576778589515982e+02
8.800000000000000711e+00 -1.379476042117270822e+02
8.900000000000000355e+00 -1.380768783266278774e+02
9.000000000000000000e+00 -1.381966878622253319e+02
9.099999999999999645e+00 -1.383722909579228428e+02
9.199999999999999289e+00 -1.386181408169585154e+02
9.300000000000000711e+00 -1.388639383732885619e+02
9.400000000000000355e+00 -1.392102791889696789e+02
9.500000000000000000e+00 -1.395650079570049229e+02
9.599999999999999645e+00 -1.406695471479922332e+02
9.700000000000001066e+00 1.426674808394182890e+02
9.800000000000000711e+00 -1.807986084898612660e+02
9.900000000000000355e+00 1.520672563686249487e+04
