1s 1/2	1s 1/2	-1.2627493710E+02
1p 3/2	1p 3/2	-1.2642981101E+02
1p 1/2	1p 1/2	-1.2664268240E+02
1d 5/2	1d 5/2	-1.2689511184E+02
2s 1/2	1s 1/2	-1.2719074993E+02
2s 1/2	2s 1/2	-1.2754276250E+02
1d 3/2	1d 3/2	-1.2794294056E+02
