1s 1/2	1s 1/2	-4.6164961606E+01
1p 3/2	1p 3/2	-4.6675349107E+01
1p 1/2	1p 1/2	-4.7664220579E+01
1d 5/2	1d 5/2	-4.9207359457E+01
2s 1/2	1s 1/2	-5.0871197281E+01
2s 1/2	2s 1/2	-5.2473959827E+01
1d 3/2	1d 3/2	-5.3889796149E+01
