0.1   6994.17
0.249   -6.54869
0.398   33.5632
0.547001   -5.91423
0.696001   -6.28671
0.845001   -6.71777
0.994001   -7.2029
1.143   -7.71704
1.292   -8.23873
1.441   -8.74829
1.59   -9.21838
1.739   -9.62985
1.888   -9.96054
2.037   -10.1968
2.186   -10.3294
2.335   -10.3515
2.484   -10.2687
2.633   -10.0903
2.782   -9.8301
2.931   -9.50487
3.08   -9.13595
3.229   -8.73865
3.378   -8.33291
3.527   -7.93232
3.67601   -7.55098
3.82501   -7.19584
3.97401   -6.87468
4.12301   -6.58926
4.27201   -6.33973
4.42101   -6.11857
4.57001   -5.91577
4.71901   -5.72294
4.86801   -5.51386
5.01701   -5.27379
5.16601   -4.97369
5.31501   -4.58565
5.46401   -4.08301
5.61301   -3.43766
5.76201   -2.62913
5.91101   -1.66087
6.06001   -0.517909
6.20901   0.756015
6.35801   2.13299
6.50701   3.56375
6.65601   4.99142
6.80501   6.36404
6.95401   7.64627
7.10301   8.80112
7.25201   9.81599
7.40101   10.6834
7.55001   11.4171
7.69901   12.0027
7.84801   12.5034
7.99701   12.8593
8.14601   13.1791
8.29501   13.3809
8.44401   13.5572
8.59301   13.6598
8.74201   13.7386
8.89101   13.7764
9.04001   13.7888
9.18901   13.7896
9.33801   13.7582
9.48701   13.7397
9.63601   13.6804
9.78501   13.6477
9.93401   13.588
10.083   13.5426
10.232   13.4929
10.381   13.4405
10.53   13.4088
10.679   13.3571
10.828   13.3421
10.977   13.3003
11.126   13.3044
11.275   13.2853
11.424   13.2938
11.573   13.3038
11.722   13.3209
11.871   13.358
12.02   13.3808
12.169   13.4412
12.318   13.4699
12.467   13.5421
12.616   13.5723
12.765   13.6303
12.914   13.6576
13.063   13.6731
13.212   13.6554
13.361   13.5787
13.51   13.443
13.659   13.1777
13.808   12.7727
13.957   12.1203
14.106   11.1494
14.255   9.70949
14.404   7.5816
14.553   4.4533
14.702   -0.244814
14.851   -7.19303
