1s 1/2	1s 1/2	-2.7168463918E+01
1p 3/2	1p 3/2	-2.7410141559E+01
1p 1/2	1p 1/2	-2.7744172870E+01
1d 5/2	1d 5/2	-2.8278371892E+01
2s 1/2	1s 1/2	-2.8904212467E+01
2s 1/2	2s 1/2	-2.9582193828E+01
1d 3/2	1d 3/2	-3.0270942553E+01
