0.1   14106.9
0.205   -45.6492
0.31   76.7175
0.415   -25.2719
0.52   -28.2493
0.625   -28.8041
0.73   -29.3969
0.835   -30.0572
0.94   -30.605
1.045   -31.0946
1.15   -31.4835
1.255   -31.7852
1.36   -32.0048
1.465   -32.1575
1.57   -32.2561
1.675   -32.312
1.78   -32.332
1.885   -32.32
1.99   -32.2802
2.095   -32.2189
2.2   -32.1478
2.305   -32.0834
2.41   -32.0466
2.515   -32.0564
2.62   -32.1272
2.725   -32.259
2.83   -32.4334
2.935   -32.6061
3.04   -32.7047
3.145   -32.6301
3.25   -32.2637
3.355   -31.4824
3.46   -30.178
3.565   -28.2801
3.67   -25.7736
3.775   -22.7067
3.88   -19.1882
3.985   -15.3689
4.09   -11.4201
4.195   -7.50654
4.3   -3.76923
4.405   -0.312771
4.51   2.79809
4.615   5.53355
4.72   7.89248
4.825   9.89407
4.93   11.5706
5.035   12.9598
5.14   14.1015
5.245   15.0341
5.35   15.7928
5.455   16.4086
5.56   16.9078
5.665   17.3134
5.77   17.6437
5.875   17.9144
5.98   18.1373
6.085   18.3234
6.19   18.4802
6.295   18.6139
6.4   18.7305
6.505   18.8334
6.61   18.9262
6.715   19.0107
6.82   19.0896
6.925   19.1637
7.03   19.2348
7.135   19.3034
7.24   19.3705
7.345   19.4363
7.45   19.5014
7.555   19.5656
7.66   19.6297
7.765   19.6931
7.87   19.7559
7.975   19.8183
8.08   19.8796
8.185   19.9399
8.29   19.9982
8.395   20.0548
8.5   20.1081
8.605   20.158
8.71   20.2031
8.815   20.2417
8.92   20.2723
9.025   20.2924
9.13   20.2995
9.235   20.2894
9.34   20.2577
9.445   20.1972
9.55   20.0997
9.655   19.9522
9.76   19.7378
9.865   19.4316
9.97   18.9972
10.075   18.3823
10.18   17.5075
10.285   16.2546
10.39   14.4635
10.495   11.8689
