0   0.345733
0.1   0.343901
0.2   0.341792
0.3   0.338425
0.4   0.334059
0.5   0.329016
0.6   0.323665
0.7   0.318385
0.8   0.313509
0.9   0.309267
1   0.305743
1.1   0.302842
1.2   0.300293
1.3   0.297677
1.4   0.294477
1.5   0.290135
1.6   0.284112
1.7   0.275936
1.8   0.265239
1.9   0.251797
2   0.235557
2.1   0.216665
2.2   0.195485
2.3   0.172606
2.4   0.148816
2.5   0.125048
2.6   0.102279
2.7   0.0813988
2.8   0.0630806
2.9   0.0476951
3   0.0352906
3.1   0.0256474
3.2   0.018379
3.3   0.0130347
3.4   0.00917864
3.5   0.00643434
3.6   0.00449948
3.7   0.00314347
3.8   0.00219649
3.9   0.00153618
4   0.00107592
4.1   0.000754877
4.2   0.000530681
4.3   0.000373842
4.4   0.000263919
4.5   0.000186714
4.6   0.000132373
4.7   9.40412e-05
4.8   6.69431e-05
4.9   4.77464e-05
5   3.41179e-05
5.1   2.44236e-05
5.2   1.7514e-05
5.3   1.25801e-05
5.4   9.05041e-06
5.5   6.52102e-06
5.6   4.70539e-06
5.7   3.40004e-06
5.8   2.46011e-06
5.9   1.78228e-06
6   1.29282e-06
6.1   9.38866e-07
6.2   6.82599e-07
6.3   4.96813e-07
6.4   3.61972e-07
6.5   2.63989e-07
6.6   1.92715e-07
6.7   1.40813e-07
6.8   1.02981e-07
6.9   7.53769e-08
7   5.52172e-08
7.1   4.04814e-08
7.2   2.97004e-08
7.3   2.18068e-08
7.4   1.60222e-08
7.5   1.17802e-08
