# 1s 1/2
	11.934	0.00018554
	12.056	0.00016628
	12.178	0.00014876
# 1p 1/2
0.1	-0.0031286
	0.222	0.010737
	0.344	0.02155
	0.466	0.037894
	0.588	0.059134
	0.71	0.084929
	0.832	0.11491
	0.954	0.14862
	1.076	0.18551
	1.198	0.22496
	1.32	0.26621
	1.442	0.30846
	1.564	0.35088
	1.686	0.3926
	1.808	0.43281
	1.93	0.47076
	2.052	0.50579
	2.174	0.53735
	2.296	0.56505
	2.418	0.58858
	2.54	0.60775
	2.662	0.62247
	2.784	0.6327
	2.906	0.63846
	3.028	0.63981
	3.15	0.63682
	3.272	0.62959
	3.394	0.61822
	3.516	0.60285
	3.638	0.58368
	3.76	0.56093
	3.882	0.53493
	4.004	0.50609
	4.126	0.47491
	4.248	0.44198
	4.37	0.40799
	4.492	0.37362
	4.614	0.33958
	4.736	0.30652
	4.858	0.27496
	4.98	0.24532
	5.102	0.21787
	5.224	0.19277
	5.346	0.17003
	5.468	0.14962
	5.59	0.13141
	5.712	0.11526
	5.834	0.10098
	5.956	0.088401
	6.078	0.077349
	6.2	0.067653
	6.322	0.059158
	6.444	0.051721
	6.566	0.045216
	6.688	0.039529
	6.81	0.034556
	6.932	0.030211
	7.054	0.026413
	7.176	0.023094
	7.298	0.020193
	7.42	0.017658
	7.542	0.015442
	7.664	0.013505
	7.786	0.011812
	7.908	0.010331
	8.03	0.0090367
	8.152	0.0079046
	8.274	0.0069144
	8.396	0.0060484
	8.518	0.0052909
	8.64	0.0046282
	8.762	0.0040485
	8.884	0.0035414
	9.006	0.0030977
	9.128	0.0027095
	9.25	0.0023698
	9.372	0.0020726
	9.494	0.0018125
	9.616	0.0015849
	9.738	0.0013858
	9.86	0.0012115
	9.982	0.0010589
	10.104	0.0009254
	10.226	0.00080846
	10.348	0.00070604
	10.47	0.00061628
	10.592	0.00053758
	10.714	0.00046851
	10.836	0.00040782
	10.958	0.0003544
	11.08	0.00030729
	11.202	0.00026562
	11.324	0.00022861
	11.446	0.00019557
	11.568	0.00016589
	11.69	0.00013899
	11.812	0.00011436
	11.934	9.1516e-05
	12.056	7.0012e-05
	12.178	4.9462e-05
# 1d 5/2
0.1	-0.00013918
	0.222	0.00078346
	0.344	0.0023618
	0.466	0.0057464
	0.588	0.011407
	0.71	0.019827
	0.832	0.031424
	0.954	0.046521
	1.076	0.065333
	1.198	0.087943
	1.32	0.1143
	1.442	0.14419
	1.564	0.17729
	1.686	0.21313
	1.808	0.25113
	1.93	0.29066
	2.052	0.33102
	2.174	0.37152
	2.296	0.41145
	2.418	0.45015
	2.54	0.487
	2.662	0.5214
	2.784	0.55283
	2.906	0.58079
	3.028	0.60481
	3.15	0.62448
	3.272	0.6394
	3.394	0.64926
	3.516	0.65376
	3.638	0.65274
	3.76	0.6461
	3.882	0.63391
	4.004	0.6164
	4.126	0.59398
	4.248	0.56726
	4.37	0.53699
	4.492	0.50408
	4.614	0.46948
	4.736	0.43414
	4.858	0.39895
	4.98	0.36465
	5.102	0.33181
	5.224	0.30085
	5.346	0.27203
	5.468	0.24547
	5.59	0.22117
	5.712	0.19909
	5.834	0.17911
	5.956	0.1611
	6.078	0.1449
	6.2	0.13036
	6.322	0.11732
	6.444	0.10563
	6.566	0.095166
	6.688	0.085791
	6.81	0.077392
	6.932	0.069866
	7.054	0.06312
	7.176	0.057069
	7.298	0.051639
	7.42	0.046763
	7.542	0.042381
	7.664	0.038441
	7.786	0.034895
	7.908	0.031701
	8.03	0.028822
	8.152	0.026225
	8.274	0.02388
	8.396	0.021762
	8.518	0.019846
	8.64	0.018112
	8.762	0.016541
	8.884	0.015117
	9.006	0.013826
	9.128	0.012653
	9.25	0.011588
	9.372	0.01062
	9.494	0.0097388
	9.616	0.008937
	9.738	0.0082069
	9.86	0.0075418
	9.982	0.0069357
	10.104	0.0063833
	10.226	0.0058797
	10.348	0.0054206
	10.47	0.0050022
	10.592	0.004621
	10.714	0.0042738
	10.836	0.0039577
	10.958	0.0036702
	11.08	0.0034089
	11.202	0.0031716
	11.324	0.0029561
	11.446	0.0027606
	11.568	0.0025829
	11.69	0.0024212
	11.812	0.0022733
	11.934	0.0021368
	12.056	0.0020089
	12.178	0.0018864
# 2s 1/2
0.1	-0.039089
	0.222	0.086469
	0.344	0.13228
	0.466	0.17511
	0.588	0.21398
	0.71	0.24785
	0.832	0.27571
	0.954	0.29661
	1.076	0.3097
	1.198	0.31426
	1.32	0.30977
	1.442	0.29592
	1.564	0.27269
	1.686	0.24036
	1.808	0.19946
	1.93	0.15083
	2.052	0.095498
	2.174	0.034698
	2.296	-0.030226
	2.418	-0.09787
	2.54	-0.16681
	2.662	-0.23565
	2.784	-0.30306
	2.906	-0.36776
	3.028	-0.42858
	3.15	-0.48444
	3.272	-0.53434
	3.394	-0.57744
	3.516	-0.61299
	3.638	-0.64041
	3.76	-0.6593
	3.882	-0.6695
	4.004	-0.67108
	4.126	-0.6644
	4.248	-0.65011
	4.37	-0.62911
	4.492	-0.60254
	4.614	-0.57166
	4.736	-0.53778
	4.858	-0.50216
	4.98	-0.46594
	5.102	-0.43004
	5.224	-0.3952
	5.346	-0.36193
	5.468	-0.33058
	5.59	-0.30133
	5.712	-0.27424
	5.834	-0.24931
	5.956	-0.22647
	6.078	-0.20561
	6.2	-0.1866
	6.322	-0.16931
	6.444	-0.15361
	6.566	-0.13935
	6.688	-0.12642
	6.81	-0.1147
	6.932	-0.10406
	7.054	-0.094418
	7.176	-0.085673
	7.298	-0.077743
	7.42	-0.07055
	7.542	-0.064024
	7.664	-0.058103
	7.786	-0.05273
	7.908	-0.047853
	8.03	-0.043426
	8.152	-0.039406
	8.274	-0.035757
	8.396	-0.032442
	8.518	-0.029432
	8.64	-0.026698
	8.762	-0.024215
	8.884	-0.021959
	9.006	-0.019909
	9.128	-0.018047
	9.25	-0.016355
	9.372	-0.014817
	9.494	-0.01342
	9.616	-0.012149
	9.738	-0.010994
	9.86	-0.0099433
	9.982	-0.0089873
	10.104	-0.008117
	10.226	-0.0073242
	10.348	-0.0066013
	10.47	-0.0059414
	10.592	-0.0053384
	10.714	-0.0047861
	10.836	-0.0042794
	10.958	-0.0038133
	11.08	-0.003383
	11.202	-0.0029843
	11.324	-0.002613
	11.446	-0.0022653
	11.568	-0.0019374
	11.69	-0.0016259
	11.812	-0.0013273
	11.934	-0.0010384
	12.056	-0.00075614
	12.178	-0.00047789
# 1d 3/2
0.1	-0.00014028
	0.222	0.00078947
	0.344	0.0023798
	0.466	0.0057897
	0.588	0.011492
	0.71	0.019974
	0.832	0.031653
	0.954	0.046856
	1.076	0.065796
	1.198	0.088556
	1.32	0.11508
	1.442	0.14516
	1.564	0.17845
	1.686	0.21448
	1.808	0.25268
	1.93	0.2924
	2.052	0.33293
	2.174	0.37358
	2.296	0.41364
	2.418	0.45243
	2.54	0.48934
	2.662	0.52376
	2.784	0.55517
	2.906	0.58305
	3.028	0.60695
	3.15	0.62645
	3.272	0.64116
	3.394	0.65075
	3.516	0.65495
	3.638	0.65359
	3.76	0.64658
	3.882	0.63401
	4.004	0.61611
	4.126	0.59331
	4.248	0.56621
	4.37	0.53559
	4.492	0.50235
	4.614	0.46747
	4.736	0.43189
	4.858	0.39648
	4.98	0.362
	5.102	0.32903
	5.224	0.29796
	5.346	0.26905
	5.468	0.24242
	5.59	0.21808
	5.712	0.19597
	5.834	0.17597
	5.956	0.15796
	6.078	0.14176
	6.2	0.12723
	6.322	0.11421
	6.444	0.10255
	6.566	0.092112
	6.688	0.082772
	6.81	0.074413
	6.932	0.06693
	7.054	0.060231
	7.176	0.054231
	7.298	0.048855
	7.42	0.044036
	7.542	0.039713
	7.664	0.035834
	7.786	0.032351
	7.908	0.029223
	8.03	0.026411
	8.152	0.023882
	8.274	0.021606
	8.396	0.019557
	8.518	0.01771
	8.64	0.016046
	8.762	0.014545
	8.884	0.01319
	9.006	0.011967
	9.128	0.010861
	9.25	0.0098616
	9.372	0.0089571
	9.494	0.0081382
	9.616	0.0073963
	9.738	0.0067237
	9.86	0.0061134
	9.982	0.0055592
	10.104	0.0050556
	10.226	0.0045975
	10.348	0.0041804
	10.47	0.0038001
	10.592	0.0034531
	10.714	0.0031358
	10.836	0.0028453
	10.958	0.0025788
	11.08	0.0023336
	11.202	0.0021075
	11.324	0.0018982
	11.446	0.0017035
	11.568	0.0015216
	11.69	0.0013504
	11.812	0.001188
	11.934	0.0010325
	12.056	0.00088205
	12.178	0.00073462
