 #NL2J+1ru(r)
 # Protons
           1           0           1  0.10000000000000001        4.2801809888108153E-002
           1           0           1  0.20000000000000001        8.5517639379333127E-002
           1           0           1  0.30000000000000004       0.12805120691500893     
           1           0           1  0.40000000000000002       0.17028709419261290     
           1           0           1  0.50000000000000000       0.21208413617198885     
           1           0           1  0.60000000000000009       0.25327202781899061     
           1           0           1  0.70000000000000007       0.29365166273388477     
           1           0           1  0.80000000000000004       0.33299920737253486     
           1           0           1  0.90000000000000002       0.37107334162461447     
           1           0           1   1.0000000000000000       0.40762456302666406     
           1           0           1   1.1000000000000001       0.44240510455179033     
           1           0           1   1.2000000000000002       0.47517798390381710     
           1           0           1   1.3000000000000000       0.50572403371964991     
           1           0           1   1.4000000000000001       0.53384637893281273     
           1           0           1   1.5000000000000000       0.55937253176193358     
           1           0           1   1.6000000000000001       0.58215481721446494     
           1           0           1   1.7000000000000002       0.60207002848197710     
           1           0           1   1.8000000000000000       0.61901899428480012     
           1           0           1   1.9000000000000001       0.63292624379065132     
           1           0           1   2.0000000000000000       0.64373942107731486     
           1           0           1   2.1000000000000001       0.65142778105347876     
           1           0           1   2.2000000000000002       0.65597914711919403     
           1           0           1   2.3000000000000003       0.65739513415890283     
           1           0           1   2.4000000000000004       0.65568511227881698     
           1           0           1   2.5000000000000000       0.65086010858028875     
           1           0           1   2.6000000000000001       0.64292841262349865     
           1           0           1   2.7000000000000002       0.63189489892890394     
           1           0           1   2.8000000000000003       0.61776588614556138     
           1           0           1   2.9000000000000004       0.60056064048453517     
           1           0           1   3.0000000000000000       0.58032938297515269     
           1           0           1   3.1000000000000001       0.55717597085614212     
           1           0           1   3.2000000000000002       0.53128157776797347     
           1           0           1   3.3000000000000003       0.50292421166836965     
           1           0           1   3.4000000000000004       0.47248844825929576     
           1           0           1   3.5000000000000000       0.44046087462024663     
           1           0           1   3.6000000000000001       0.40740951096263833     
           1           0           1   3.7000000000000002       0.37394926553111862     
           1           0           1   3.8000000000000003       0.34069903715504130     
           1           0           1   3.9000000000000004       0.30823810435120402     
           1           0           1   4.0000000000000000       0.27706921807291285     
           1           0           1   4.1000000000000005       0.24759358631652897     
           1           0           1   4.2000000000000002       0.22009970343141513     
           1           0           1   4.2999999999999998       0.19476492894774261     
           1           0           1   4.4000000000000004       0.17166669718566613     
           1           0           1   4.5000000000000000       0.15079948763905635     
           1           0           1   4.6000000000000005       0.13209397141741711     
           1           0           1   4.7000000000000002       0.11543561929306952     
           1           0           1   4.8000000000000007       0.10068108440388025     
           1           0           1   4.9000000000000004        8.7671575487490050E-002
           1           0           1   5.0000000000000000        7.6243091538382574E-002
           1           0           1   5.1000000000000005        6.6233787004978284E-002
           1           0           1   5.2000000000000002        5.7488927671615168E-002
           1           0           1   5.3000000000000007        4.9863947195302120E-002
           1           0           1   5.4000000000000004        4.3226081936149102E-002
           1           0           1   5.5000000000000000        3.7454990693890806E-002
           1           0           1   5.6000000000000005        3.2442683949707861E-002
           1           0           1   5.7000000000000002        2.8093009535981300E-002
           1           0           1   5.8000000000000007        2.4320875259880075E-002
           1           0           1   5.9000000000000004        2.1051335814509662E-002
           1           0           1   6.0000000000000000        1.8218630612157206E-002
           1           0           1   6.1000000000000005        1.5765229120131161E-002
           1           0           1   6.2000000000000002        1.3640918736074235E-002
           1           0           1   6.3000000000000007        1.1801955209090257E-002
           1           0           1   6.4000000000000004        1.0210285407877979E-002
           1           0           1   6.5000000000000000        8.8328455157010658E-003
           1           0           1   6.6000000000000005        7.6409334708300459E-003
           1           0           1   6.7000000000000002        6.6096519119895579E-003
           1           0           1   6.8000000000000007        5.7174164826750314E-003
           1           0           1   6.9000000000000004        4.9455237063009572E-003
           1           0           1   7.0000000000000000        4.2777724937970241E-003
           1           0           1   7.1000000000000005        3.7001334992592797E-003
           1           0           1   7.2000000000000002        3.2004608708701920E-003
           1           0           1   7.3000000000000007        2.7682413692687166E-003
           1           0           1   7.4000000000000004        2.3943762890663934E-003
           1           0           1   7.5000000000000000        2.0709920866241686E-003
           1           0           1   7.6000000000000005        1.7912760675293877E-003
           1           0           1   7.7000000000000002        1.5493339085499661E-003
           1           0           1   7.8000000000000007        1.3400661752728396E-003
           1           0           1   7.9000000000000004        1.1590613460680380E-003
           1           0           1   8.0000000000000000        1.0025031657536988E-003
           1           0           1   8.0999999999999996        8.6709043008113601E-004
           1           0           1   8.2000000000000011        7.4996754739679872E-004
           1           0           1   8.3000000000000007        6.4866443941263320E-004
           1           0           1   8.4000000000000004        5.6104453186599950E-004
           1           0           1   8.5000000000000000        4.8525975084680962E-004
           1           0           1   8.5999999999999996        4.1971158442513315E-004
           1           0           1   8.7000000000000011        3.6301739443046267E-004
           1           0           1   8.8000000000000007        3.1398127208798990E-004
           1           0           1   8.9000000000000004        2.7156882618296376E-004
           1           0           1   9.0000000000000000        2.3488537186007371E-004
           1           0           1   9.0999999999999996        2.0315706576370392E-004
           1           0           1   9.2000000000000011        1.7571458626013131E-004
