1s 1/2	1s 1/2	-5.9186100730E+01
1p 3/2	1p 3/2	-6.0206060691E+01
1p 1/2	1p 1/2	-6.2185179455E+01
1d 5/2	1d 5/2	-6.5700414644E+01
2s 1/2	1s 1/2	-6.9717182470E+01
2s 1/2	2s 1/2	-7.3868422134E+01
1d 3/2	1d 3/2	-7.7743415492E+01
