0.1   18098.9
0.192   -13.3044
0.284   98.3225
0.376   -41.333
0.468   -35.96
0.56   -34.6761
0.652   -35.6364
0.744   -35.0673
0.836   -34.9321
0.928   -34.4799
1.02   -34.05
1.112   -33.6171
1.204   -33.2731
1.296   -33.0681
1.388   -33.0458
1.48   -33.2255
1.572   -33.5999
1.664   -34.1281
1.756   -34.7324
1.848   -35.2975
1.94   -35.6747
2.032   -35.6935
2.124   -35.1802
2.216   -33.9849
2.308   -32.0084
2.4   -29.2252
2.492   -25.695
2.584   -21.5532
2.676   -16.9886
2.768   -12.215
2.86   -7.44111
2.952   -2.84798
3.044   1.42659
3.136   5.29368
3.228   8.70884
3.32   11.6644
3.412   14.1798
3.504   16.2904
3.596   18.0439
3.688   19.4871
3.78   20.6653
3.872   21.621
3.964   22.3926
4.056   23.0133
4.148   23.5114
4.24   23.9109
4.332   24.2313
4.424   24.4886
4.516   24.6959
4.608   24.8633
4.7   24.9998
4.792   25.114
4.884   25.2078
4.976   25.2852
5.068   25.3492
5.16   25.4024
5.252   25.4468
5.344   25.4836
5.436   25.5141
5.528   25.5389
5.62   25.5582
5.712   25.5727
5.804   25.5822
5.896   25.5883
5.988   25.59
6.08   25.5858
6.172   25.5756
6.264   25.5593
6.356   25.5373
6.448   25.5093
6.54   25.4756
6.632   25.4371
6.724   25.3933
6.816   25.3455
6.908   25.2941
7   25.24
7.092   25.1861
7.184   25.1308
7.276   25.0749
7.368   25.0199
7.46   24.967
7.552   24.9173
7.644   24.8719
7.736   24.8318
7.828   24.7982
7.92   24.7716
8.012   24.7531
8.104   24.7425
8.196   24.7412
8.288   24.7485
8.38   24.7614
8.472   24.7783
8.564   24.7956
8.656   24.8082
8.748   24.808
8.84   24.7826
8.932   24.7134
9.024   24.5725
9.116   24.3151
9.208   23.8723
