# 1s 1/2
0.10	5.9989914611E-02
0.20	1.1925927247E-01
0.30	1.7713613782E-01
0.40	2.3298942084E-01
0.50	2.8626092762E-01
0.60	3.3648055948E-01
0.70	3.8327085227E-01
0.80	4.2635738639E-01
0.90	4.6555707780E-01
1.00	5.0077739347E-01
1.10	5.3198923106E-01
1.20	5.5923941491E-01
1.30	5.8261136579E-01
1.40	6.0220964039E-01
1.50	6.1817649137E-01
1.60	6.3066371081E-01
1.70	6.3981565043E-01
1.80	6.4578682621E-01
1.90	6.4870005389E-01
2.00	6.4868327861E-01
2.10	6.4583069779E-01
2.20	6.4026902670E-01
2.30	6.3206992458E-01
2.40	6.2132006145E-01
2.50	6.0812959959E-01
2.60	5.9257839698E-01
2.70	5.7475600101E-01
2.80	5.5482827496E-01
2.90	5.3295901272E-01
3.00	5.0936858395E-01
3.10	4.8428497173E-01
3.20	4.5802663478E-01
3.30	4.3091425333E-01
3.40	4.0328528684E-01
3.50	3.7552159790E-01
3.60	3.4795804702E-01
3.70	3.2093471061E-01
3.80	2.9475240342E-01
3.90	2.6965679722E-01
4.00	2.4584583135E-01
4.10	2.2346066548E-01
4.20	2.0258492926E-01
4.30	1.8324546470E-01
4.40	1.6544243923E-01
4.50	1.4913643932E-01
4.60	1.3426820362E-01
4.70	1.2075830121E-01
4.80	1.0852166022E-01
4.90	9.7460591320E-02
5.00	8.7480760994E-02
5.10	7.8491620277E-02
5.20	7.0404262123E-02
5.30	6.3139644377E-02
5.40	5.6616880988E-02
5.50	5.0762967755E-02
5.60	4.5512459468E-02
5.70	4.0803722423E-02
5.80	3.6582711219E-02
5.90	3.2799484194E-02
6.00	2.9408361457E-02
6.10	2.6369524053E-02
6.20	2.3646196912E-02
6.30	2.1206145355E-02
6.40	1.9018807953E-02
6.50	1.7058184595E-02
6.60	1.5301295719E-02
6.70	1.3727441076E-02
6.80	1.2316771455E-02
6.90	1.1051921392E-02
7.00	9.9180445980E-03
7.10	8.9014113865E-03
7.20	7.9898787356E-03
7.30	7.1723364492E-03
7.40	6.4390846172E-03
7.50	5.7815329191E-03
7.60	5.1912076834E-03
7.70	4.6614113092E-03
7.80	4.1859717475E-03
7.90	3.7590938766E-03
8.00	3.3757225317E-03
8.10	3.0313621248E-03
8.20	2.7219209913E-03
8.30	2.4438990698E-03
8.40	2.1939967923E-03
8.50	1.9693215564E-03
8.60	1.7671005847E-03
8.70	1.5850920533E-03
8.80	1.4211418037E-03
8.90	1.2733455836E-03
9.00	1.1399952305E-03
9.10	1.0195016117E-03
9.20	9.1052026656E-04
9.30	8.1182324082E-04
9.40	7.2226143477E-04
9.50	6.4081705613E-04
9.60	5.6657255533E-04
9.70	4.9868058941E-04
9.80	4.3636197589E-04
9.90	3.7892233171E-04
10.00	3.2568662900E-04
10.10	2.7607541109E-04
10.20	2.2952875090E-04
10.30	1.8552416575E-04
10.40	1.4356407457E-04
10.50	1.0318332433E-04
10.60	6.3944972075E-05
10.70	2.5490513851E-05
10.80	-1.1649354889E-05
10.90	-3.5387974236E-05
11.00	1.0719091520E-04
# 1p 3/2
0.10	2.4578269380E-03
0.20	9.7781869049E-03
0.30	2.1809587700E-02
0.40	3.8311061441E-02
0.50	5.8959747491E-02
0.60	8.3366491832E-02
0.70	1.1109818693E-01
0.80	1.4167705245E-01
0.90	1.7461325447E-01
1.00	2.0940345086E-01
1.10	2.4556074167E-01
1.20	2.8259501445E-01
1.30	3.2004078965E-01
1.40	3.5745680045E-01
1.50	3.9441352546E-01
1.60	4.3048443455E-01
1.70	4.6528891771E-01
1.80	4.9843728320E-01
1.90	5.2956771420E-01
2.00	5.5833819611E-01
2.10	5.8442005295E-01
2.20	6.0747458026E-01
2.30	6.2720822091E-01
2.40	6.4334960724E-01
2.50	6.5563794990E-01
2.60	6.6388064355E-01
2.70	6.6793359533E-01
2.80	6.6771091391E-01
2.90	6.6320726712E-01
3.00	6.5450335722E-01
3.10	6.4177844310E-01
3.20	6.2529504821E-01
3.30	6.0542342685E-01
3.40	5.8262732350E-01
3.50	5.5743222944E-01
3.60	5.3039306160E-01
3.70	5.0208556444E-01
3.80	4.7305491113E-01
3.90	4.4383114093E-01
4.00	4.1486529757E-01
4.10	3.8654314035E-01
4.20	3.5916423594E-01
4.30	3.3295732172E-01
4.40	3.0807196539E-01
4.50	2.8460690774E-01
4.60	2.6260417010E-01
4.70	2.4206473843E-01
4.80	2.2296320810E-01
4.90	2.0525961266E-01
5.00	1.8888620321E-01
5.10	1.7377370812E-01
5.20	1.5984338723E-01
5.30	1.4701530762E-01
5.40	1.3521622417E-01
5.50	1.2437129466E-01
5.60	1.1440424951E-01
5.70	1.0524958471E-01
5.80	9.6841131852E-02
5.90	8.9119179643E-02
6.00	8.2027801266E-02
6.10	7.5514995485E-02
6.20	6.9534417659E-02
6.30	6.4040233645E-02
6.40	5.8993465773E-02
6.50	5.4356336495E-02
6.60	5.0094586201E-02
6.70	4.6177051200E-02
6.80	4.2575593334E-02
6.90	3.9263725709E-02
7.00	3.6217433901E-02
7.10	3.3414745630E-02
7.20	3.0835567246E-02
7.30	2.8461596332E-02
7.40	2.6275672776E-02
7.50	2.4262293397E-02
7.60	2.2407850436E-02
7.70	2.0699244314E-02
7.80	1.9125026077E-02
7.90	1.7674352173E-02
8.00	1.6336782225E-02
8.10	1.5103579771E-02
8.20	1.3966166621E-02
8.30	1.2916941047E-02
8.40	1.1948806982E-02
8.50	1.1055257893E-02
8.60	1.0230679260E-02
8.70	9.4695248457E-03
8.80	8.7669427576E-03
8.90	8.1180249021E-03
9.00	7.5187523251E-03
9.10	6.9652003734E-03
9.20	6.4538109697E-03
9.30	5.9813471031E-03
9.40	5.5447505113E-03
9.50	5.1412752100E-03
9.60	4.7683741513E-03
9.70	4.4237572179E-03
9.80	4.1052521577E-03
9.90	3.8108814006E-03
10.00	3.5387684342E-03
