0.1   -45.4294
0.183   -59.5236
0.266   -62.4544
0.349   -60.6093
0.432   -57.849
0.515   -55.9444
0.598   -53.7883
0.681   -51.5819
0.764   -49.3727
0.847   -47.223
0.93   -45.1895
1.013   -43.3054
1.096   -41.601
1.179   -40.0939
1.262   -38.7932
1.345   -37.6988
1.428   -36.8019
1.511   -36.0859
1.594   -35.5248
1.677   -35.0857
1.76   -34.7263
1.843   -34.3949
1.926   -34.0285
2.009   -33.5514
2.092   -32.8794
2.175   -31.9232
2.258   -30.5948
2.341   -28.8113
2.424   -26.5094
2.507   -23.6592
2.59   -20.287
2.673   -16.4666
2.756   -12.3029
2.839   -7.94544
2.922   -3.56807
3.005   0.66155
3.088   4.61342
3.171   8.2114
3.254   11.3961
3.337   14.1427
3.42   16.4646
3.503   18.3963
3.586   20.0043
3.669   21.3187
3.752   22.3678
3.835   23.2034
3.918   23.8738
4.001   24.4056
4.084   24.851
4.167   25.197
4.25   25.4562
4.333   25.6561
4.416   25.8142
4.499   25.9318
4.582   26.0379
4.665   26.0989
4.748   26.1219
4.831   26.121
4.914   26.0981
4.997   26.0533
5.08   26.0046
5.163   25.9184
5.246   25.806
5.329   25.6784
5.412   25.5316
5.495   25.3775
5.578   25.2256
5.661   25.0521
5.744   24.8723
5.827   24.6955
5.91   24.5158
5.993   24.3524
6.076   24.2057
6.159   24.0582
6.242   23.9225
6.325   23.8027
6.408   23.6892
6.491   23.6019
6.574   23.5317
6.657   23.4654
6.74   23.4113
6.823   23.3682
6.906   23.3282
6.989   23.311
7.072   23.3018
7.155   23.2944
7.238   23.2939
7.321   23.2962
7.404   23.2985
7.487   23.3178
7.57   23.3346
7.653   23.3396
7.736   23.3189
7.819   23.2397
7.902   23.0723
7.985   22.8231
8.068   22.5394
8.151   22.4206
8.234   22.6557
8.317   24.5681
