# 1s 1/2
0.10	1.3361987495E+00
0.20	1.3295663939E+00
0.30	1.3185251826E+00
0.40	1.3031753115E+00
0.50	1.2836602313E+00
0.60	1.2601600818E+00
0.70	1.2328833114E+00
0.80	1.2020695514E+00
0.90	1.1679873123E+00
1.01	1.1309296148E+00
1.11	1.0912112867E+00
1.21	1.0491648334E+00
1.31	1.0051365413E+00
1.41	9.5948236602E-01
1.51	9.1256351420E-01
1.61	8.6474332334E-01
1.71	8.1638237009E-01
1.81	7.6783380888E-01
1.91	7.1943948505E-01
2.01	6.7152609527E-01
2.11	6.2440089878E-01
2.21	5.7834753090E-01
2.31	5.3362371293E-01
2.41	4.9045785708E-01
2.51	4.4904660641E-01
2.62	4.0955381516E-01
2.72	3.7210905146E-01
2.82	3.3680808274E-01
2.92	3.0371377544E-01
3.02	2.7285732495E-01
3.12	2.4424075811E-01
3.22	2.1783926839E-01
3.32	1.9360450145E-01
3.42	1.7146809165E-01
3.52	1.5134499247E-01
3.62	1.3313698066E-01
3.72	1.1673591366E-01
3.82	1.0202696824E-01
3.92	8.8891452649E-02
4.02	7.7209245897E-02
4.12	6.6860977274E-02
4.22	5.7729791875E-02
4.33	4.9702830448E-02
4.43	4.2672299358E-02
4.53	3.6536313346E-02
4.63	3.1199508766E-02
4.73	2.6573320516E-02
4.83	2.2576163788E-02
4.93	1.9133421088E-02
5.03	1.6177269897E-02
5.13	1.3646482038E-02
5.23	1.1486079951E-02
5.33	9.6469898026E-03
5.43	8.0856452344E-03
5.53	6.7635283700E-03
5.63	5.6467753546E-03
5.73	4.7057467642E-03
5.83	3.9146069664E-03
5.94	3.2509391606E-03
6.04	2.6953622417E-03
6.14	2.2311913361E-03
6.24	1.8441150737E-03
6.34	1.5219024344E-03
6.44	1.2541338901E-03
6.54	1.0319599224E-03
6.64	8.4789731423E-04
6.74	6.9562830653E-04
6.84	5.6983552018E-04
6.94	4.6605602852E-04
7.04	3.8055000525E-04
7.14	3.1019678083E-04
7.24	2.5239085440E-04
7.34	2.0496154983E-04
7.44	1.6610585740E-04
7.55	1.3432500779E-04
7.65	1.0837624015E-04
7.75	8.7228994551E-05
7.85	7.0029493823E-05
7.95	5.6071353391E-05
8.05	4.4770092827E-05
8.15	3.5642879902E-05
8.25	2.8290971910E-05
8.35	2.2385713515E-05
8.45	1.7656380450E-05
8.55	1.3880405242E-05
8.65	1.0875329678E-05
8.75	8.4916218199E-06
8.85	6.6072568480E-06
8.95	5.1228484684E-06
9.05	3.9576556787E-06
9.15	3.0464034224E-06
9.26	2.3363673033E-06
9.36	1.7851856139E-06
9.46	1.3589619832E-06
9.56	1.0306191920E-06
9.66	7.7866313431E-07
9.76	5.8607814222E-07
9.86	4.3944571325E-07
9.96	3.2824509152E-07
10.06	2.4424631258E-07
10.16	1.8104636881E-07
10.26	1.3368563923E-07
10.36	9.8334393869E-08
10.46	7.2053157870E-08
10.56	5.2592939358E-08
10.66	3.8240451016E-08
10.76	2.7697666710E-08
10.87	1.9984151182E-08
10.97	1.4363158671E-08
11.07	1.0283461912E-08
11.17	7.3341414446E-09
11.27	5.2105458291E-09
11.37	3.6875865787E-09
11.47	2.5996988014E-09
11.57	1.8257059945E-09
11.67	1.2772141434E-09
11.77	8.9006567719E-10
11.87	6.1788847657E-10
11.97	4.2729137848E-10
12.07	2.9435267837E-10
12.17	2.0199618890E-10
12.27	1.3808527506E-10
12.37	9.4034196913E-11
12.47	6.3790668610E-11
12.58	4.3108420126E-11
12.68	2.9020440975E-11
12.78	1.9461658033E-11
12.88	1.3001510781E-11
12.98	8.6526063546E-12
13.08	5.7363722031E-12
13.18	3.7885235009E-12
13.28	2.4925450768E-12
13.38	1.6336436409E-12
13.48	1.0666367865E-12
13.58	6.9377419473E-13
13.68	4.4953745039E-13
13.78	2.9017475038E-13
13.88	1.8659424796E-13
13.98	1.1953290662E-13
14.08	7.6282303173E-14
14.19	4.8496209797E-14
14.29	3.0714570042E-14
14.39	1.9378968456E-14
14.49	1.2180616296E-14
14.59	7.6271299118E-15
14.69	4.7577856188E-15
14.79	2.9566802580E-15
14.89	1.8304497775E-15
14.99	1.1289285026E-15
15.09	6.9363778348E-16
15.19	4.2457512672E-16
15.29	2.5890206564E-16
15.39	1.5728038033E-16
15.49	9.5185487353E-17
15.59	5.7389091000E-17
15.69	3.4470441567E-17
15.80	2.0626423374E-17
15.90	1.2296026157E-17
16.00	7.3024184301E-18
16.10	4.3204816152E-18
16.20	2.5466008334E-18
16.30	1.4953809168E-18
16.40	8.7480028433E-19
16.50	5.0983540698E-19
16.60	2.9601674441E-19
# 1p 3/2
0.10	6.5865208552E-02
0.20	1.3147618372E-01
0.30	1.9577468778E-01
0.40	2.5812461460E-01
0.50	3.1792044716E-01
0.60	3.7459603157E-01
0.70	4.2763076789E-01
0.80	4.7655776946E-01
0.90	5.2097056752E-01
1.01	5.6052810704E-01
1.11	5.9495935045E-01
1.21	6.2406622908E-01
1.31	6.4772551523E-01
1.41	6.6588938617E-01
1.51	6.7858453612E-01
1.61	6.8591100361E-01
1.71	6.8803857711E-01
1.81	6.8520195074E-01
1.91	6.7769522237E-01
2.01	6.6586528226E-01
2.11	6.5010359125E-01
2.21	6.3083679453E-01
2.31	6.0851825210E-01
2.41	5.8361757309E-01
2.51	5.5661029857E-01
2.62	5.2796870944E-01
2.72	4.9815169138E-01
2.82	4.6759690691E-01
2.92	4.3671370756E-01
3.02	4.0587680512E-01
3.12	3.7542226475E-01
3.22	3.4564397741E-01
3.32	3.1679238209E-01
